,x,y,label,DBSCAN,KMeans,BIRCH,SpectralClustering
696,32.4,27.1,6,2,8,17,42
697,32.15,26.65,6,2,8,17,42
698,32.35,25.95,6,2,8,17,42
699,32.95,25.5,6,2,8,17,42
700,33.85,26.05,6,2,8,17,42
701,33.05,26.5,6,2,8,17,42
702,33.65,27.0,6,2,8,17,42
703,34.1,27.35,6,2,8,17,42
704,34.2,27.95,6,2,8,17,42
705,34.65,26.85,6,2,8,17,42
706,35.25,26.0,6,2,8,17,42
707,35.7,26.15,6,2,8,17,42
708,34.4,25.6,6,2,8,17,42
709,21.3,20.8,1,3,10,17,43
710,20.15,20.9,1,3,10,17,43
711,19.2,21.35,1,3,10,17,43
712,19.1,21.85,1,3,10,17,43
713,18.45,22.8,1,3,10,17,43
714,18.75,22.95,1,3,10,17,43
715,19.4,23.0,1,3,10,17,43
716,19.55,22.25,1,3,10,17,43
717,19.8,21.85,1,3,10,17,43
718,20.5,21.85,1,3,10,17,43
719,21.45,21.45,1,3,10,17,43
720,21.7,21.9,1,3,10,17,43
721,21.4,22.3,1,3,10,17,43
722,21.0,22.6,1,3,10,17,43
723,21.15,22.95,1,3,10,17,43
724,20.5,22.85,1,3,10,17,43
725,19.75,23.65,1,3,10,17,43
726,19.2,23.7,1,3,10,17,43
727,18.45,24.35,1,3,10,17,43
728,20.65,23.85,1,3,10,17,43
729,20.65,24.3,1,3,10,17,43
730,19.7,24.6,1,3,10,17,43
731,20.15,25.05,1,3,10,17,43
732,22.15,25.1,1,3,10,17,43
733,21.6,24.65,1,3,10,17,43
734,21.7,23.8,1,3,10,17,43
735,21.9,23.65,1,3,10,17,43
736,22.55,23.5,1,3,10,17,43
737,22.55,24.3,1,3,10,17,43
738,23.3,24.45,1,3,10,17,43
739,24.25,24.35,1,3,10,17,43
740,23.8,25.25,1,3,10,17,43
741,23.4,23.8,1,3,10,17,43
742,22.9,23.2,1,3,10,17,43
743,22.3,22.8,1,3,10,17,43
744,22.2,22.4,1,3,10,17,43
745,23.1,21.7,1,3,10,17,43
746,22.85,21.9,1,3,10,17,43
747,22.65,21.1,1,3,10,17,43
748,23.15,22.6,1,3,10,17,43
749,24.1,21.9,1,3,10,17,43
750,24.7,22.2,1,3,10,17,43
751,24.3,22.6,1,3,10,17,43
752,24.15,23.3,1,3,10,17,43
753,23.9,23.45,1,3,10,17,43
754,5.2,2.15,5,4,7,21,45
755,6.35,1.95,5,4,7,21,45
756,6.75,2.3,5,4,7,21,45
757,5.9,2.4,5,4,7,21,45
758,5.4,2.7,5,4,7,21,45
759,4.85,2.9,5,4,7,21,45
760,4.85,3.35,5,4,7,21,45
761,5.15,3.45,5,4,7,21,45
762,5.7,3.45,5,4,7,21,45
763,6.2,3.0,5,4,7,21,45
764,6.2,3.2,5,4,7,21,45
765,7.65,2.15,5,4,7,21,45
766,7.2,2.75,5,4,7,21,45
767,6.75,3.2,5,4,7,21,45
768,6.75,3.55,5,4,7,21,45
769,6.65,3.8,5,4,7,21,45
770,5.8,4.0,5,4,7,21,45
771,4.95,4.05,5,4,7,21,45
772,5.1,4.35,5,4,7,21,45
773,5.7,4.45,5,4,7,21,45
774,5.45,4.85,5,4,7,21,45
775,6.7,4.8,5,4,7,21,45
776,6.55,5.05,5,4,7,21,45
777,7.2,4.9,5,4,7,21,45
778,6.2,4.25,5,4,7,21,45
779,7.1,4.3,5,4,7,21,45
780,7.85,4.5,5,4,7,21,45
781,7.6,4.15,5,4,7,21,45
782,7.25,3.55,5,4,7,21,45
783,7.8,3.35,5,4,7,21,45
784,8.05,2.75,5,4,7,21,45
785,8.5,3.25,5,4,7,21,45
786,8.1,3.55,5,4,7,21,45
787,8.15,4.0,5,4,7,21,45
